Date,AMGN_Adj_Close,AXP_Adj_Close,BA_Adj_Close,CAT_Adj_Close,CRM_Adj_Close,CSCO_Adj_Close,CVX_Adj_Close,DIS_Adj_Close,DOW_Adj_Close,GS_Adj_Close,HD_Adj_Close,HON_Adj_Close,IBM_Adj_Close,INTC_Adj_Close,JNJ_Adj_Close,JPM_Adj_Close,KO_Adj_Close,MCD_Adj_Close,MMM_Adj_Close,MRK_Adj_Close,MSFT_Adj_Close,NKE_Adj_Close,PG_Adj_Close,TRV_Adj_Close,UNH_Adj_Close,V_Adj_Close,VZ_Adj_Close,WBA_Adj_Close,WMT_Adj_Close
2016-01-04,130.35081481933594,60.76800537109375,126.0051040649414,56.38339614868164,76.70999908447266,21.344947814941406,66.21188354492188,97.1557846069336,,156.67994689941406,112.15298461914062,85.15310668945312,95.96858978271484,28.23417854309082,83.987060546875,52.61746597290039,34.12867736816406,99.34983825683594,119.40760040283203,40.549842834472656,49.26915740966797,57.27493667602539,64.66646575927734,93.96435546875,105.13089752197266,72.35227966308594,33.31434631347656,67.51934814453125,53.33347702026367
2016-01-05,130.2108612060547,59.83298873901367,126.51630401611328,55.79460525512695,77.05000305175781,21.247962951660156,66.77825164794922,95.19342041015625,,153.98228454589844,111.6053466796875,85.85047912597656,95.89798736572266,28.101272583007812,84.33810424804688,52.70843505859375,34.249412536621094,100.71867370605469,119.9280776977539,41.06753158569336,49.49391174316406,58.075584411621094,64.87275695800781,94.39154815673828,105.32951354980469,72.89707946777344,33.77191162109375,65.74699401855469,54.60041809082031
2016-01-06,129.01719665527344,58.17146682739258,124.50740051269531,54.91557312011719,76.29000091552734,21.02166748046875,64.14020538330078,94.6839599609375,,150.22308349609375,110.45023345947266,84.8791275024414,95.41796875,27.478275299072266,83.91182708740234,51.94755172729492,34.06428527832031,100.04270935058594,117.51261138916016,40.50347900390625,48.5948486328125,57.247005462646484,64.24565124511719,93.16970825195312,104.25525665283203,71.9412841796875,33.466796875,64.73886108398438,55.14711380004883
2016-01-07,125.93827056884766,57.64772033691406,119.28782653808594,53.024784088134766,74.30000305175781,20.536733627319336,61.86731719970703,93.87261199951172,,145.6060333251953,107.30133819580078,82.38025665283203,93.78731536865234,26.448257446289062,82.93386840820312,49.8468132019043,33.500831604003906,97.7275390625,114.64982604980469,40.1480598449707,46.904605865478516,55.72016143798828,63.68453598022461,90.94812774658203,101.18598937988281,70.52677154541016,33.28299331665039,65.99087524414062,56.431427001953125
2016-01-08,124.06953430175781,57.458091735839844,116.57937622070312,52.48573684692383,73.2300033569336,20.027559280395508,61.20408630371094,93.6367416381836,,145.00460815429688,106.017822265625,81.7160873413086,92.91905212402344,26.17414093017578,82.04786682128906,48.73027801513672,33.412288665771484,97.5754623413086,114.25943756103516,39.46809768676758,47.04844284057617,54.80778121948242,62.68611526489258,90.56361389160156,99.44376373291016,69.65699005126953,32.95949935913086,65.8933334350586,55.13843536376953
2016-01-11,121.58336639404297,57.83734893798828,116.77667999267578,50.976436614990234,73.18000030517578,20.423582077026367,60.19060516357422,94.26883697509766,,146.58782958984375,107.6264877319336,81.70780181884766,94.04849243164062,26.631004333496094,81.55470275878906,48.655845642089844,33.46864700317383,98.59784698486328,114.23504638671875,39.59945297241211,47.0214729309082,55.44086456298828,63.263702392578125,91.24718475341797,98.92015838623047,70.6510009765625,33.15065383911133,65.86894989013672,55.72853088378906
2016-01-12,124.13540649414062,58.153411865234375,118.3102798461914,51.08424758911133,74.45999908447266,20.48824119567871,61.218994140625,95.72174072265625,,146.57012939453125,109.08969116210938,82.33043670654297,93.81555938720703,27.146013259887695,82.11473083496094,48.763370513916016,33.90330505371094,99.23155975341797,114.56034088134766,39.99352264404297,47.45302963256836,55.803955078125,63.13169860839844,92.26398468017578,101.3394775390625,71.45384979248047,33.033016204833984,66.51933288574219,55.20787048339844
2016-01-13,119.74757385253906,56.75374221801758,114.90229797363281,50.49545669555664,72.3499984741211,19.882080078125,60.607913970947266,92.91028594970703,,140.62632751464844,103.87864685058594,80.6119384765625,92.59432220458984,26.506404876708984,81.094970703125,47.42353439331055,33.68598175048828,97.2712631225586,112.8199462890625,39.143577575683594,46.428077697753906,54.7239990234375,62.58710861206055,90.62340545654297,98.60421752929688,69.86725616455078,32.45954513549805,64.98278045654297,53.73263168334961
2016-01-14,126.08646392822266,57.15107727050781,115.87088012695312,51.63986587524414,73.06999969482422,19.93056869506836,63.693077087402344,93.50464630126953,,142.7490997314453,102.35556030273438,81.97344970703125,93.82261657714844,27.19585418701172,82.65805053710938,48.13480758666992,33.710121154785156,98.53868103027344,114.8205795288086,40.0244255065918,47.74972152709961,54.47262191772461,62.83464431762695,91.40953826904297,99.98536682128906,70.53631591796875,32.988895416259766,66.55998229980469,54.72191619873047
2016-01-15,124.55525970458984,56.80792999267578,112.66918182373047,50.271202087402344,70.86000061035156,19.090030670166016,62.35171890258789,88.58931732177734,,137.63671875,102.02184295654297,80.74475860595703,91.78959655761719,24.720478057861328,81.0782699584961,47.1754150390625,33.404258728027344,97.32193756103516,112.79551696777344,39.514461517333984,45.84368896484375,53.588172912597656,61.869239807128906,89.80313873291016,98.64033508300781,68.6534194946289,32.6654167175293,64.98278045654297,53.74132537841797
2016-01-19,124.55525970458984,56.564117431640625,113.05481719970703,49.56586837768555,70.80000305175781,19.275922775268555,60.742061614990234,88.65536499023438,,138.70692443847656,102.475341796875,80.8028793334961,90.43424224853516,24.753704071044922,81.4961929321289,47.150611877441406,33.742313385009766,99.28223419189453,112.55149841308594,39.66899871826172,45.45709228515625,54.295738220214844,63.31321716308594,90.3670654296875,101.62831115722656,68.2328872680664,32.988895416259766,65.60877990722656,54.288021087646484
2016-01-20,127.61771392822266,56.91628646850586,109.53924560546875,49.381141662597656,70.33000183105469,18.508119583129883,58.856693267822266,87.30623626708984,,135.99151611328125,99.65162658691406,79.89794921875,86.02230072021484,24.579267501831055,80.03343200683594,45.91000747680664,33.307655334472656,97.82893371582031,111.38850402832031,39.05858612060547,45.66388702392578,54.96604919433594,63.115970611572266,88.56420135498047,103.62334442138672,67.5542984008789,32.65805435180664,64.592529296875,52.79544448852539
2016-01-21,125.77362823486328,56.564117431640625,110.66925811767578,50.12005615234375,69.51000213623047,18.508119583129883,60.399261474609375,88.70252227783203,,134.1341094970703,102.86894989013672,80.18024444580078,86.7635269165039,24.637414932250977,80.19226837158203,45.694984436035156,33.315711975097656,99.56953430175781,112.03915405273438,39.34446716308594,45.385162353515625,56.38117980957031,63.85673904418945,87.75244903564453,102.4588394165039,68.39537048339844,33.72411346435547,64.2104263305664,53.69792938232422
